"Subject","Session","Set","Rep","PV"
9,"CLU_3",3,"Rep9",-4.319584381
10,"CLU_3",3,"Rep9",-5.711988646
11,"CLU_3",3,"Rep9",-10.09144927
12,"CLU_3",3,"Rep9",-3.571981793
13,"CLU_3",3,"Rep9",-6.591543265
14,"CLU_3",3,"Rep9",-6.975529094
15,"CLU_3",3,"Rep9",-9.065328554
16,"CLU_3",3,"Rep9",-3.183626848
17,"CLU_3",3,"Rep9",-4.164037646
18,"CLU_3",3,"Rep9",-3.247531502
19,"CLU_3",3,"Rep9",-8.41488168
20,"CLU_3",3,"Rep9",-7.483726268
1,"TRAD",1,"Rep1",0
2,"TRAD",1,"Rep1",0
3,"TRAD",1,"Rep1",0
4,"TRAD",1,"Rep1",0
5,"TRAD",1,"Rep1",0
6,"TRAD",1,"Rep1",0
7,"TRAD",1,"Rep1",0
8,"TRAD",1,"Rep1",0
9,"TRAD",1,"Rep1",0
10,"TRAD",1,"Rep1",0
11,"TRAD",1,"Rep1",0
12,"TRAD",1,"Rep1",0
13,"TRAD",1,"Rep1",0
14,"TRAD",1,"Rep1",0
15,"TRAD",1,"Rep1",0
16,"TRAD",1,"Rep1",0
17,"TRAD",1,"Rep1",0
18,"TRAD",1,"Rep1",0
19,"TRAD",1,"Rep1",0
20,"TRAD",1,"Rep1",0
1,"TRAD",1,"Rep2",0.10707185
2,"TRAD",1,"Rep2",-1.510336897
3,"TRAD",1,"Rep2",4.953182328
4,"TRAD",1,"Rep2",3.134958777
5,"TRAD",1,"Rep2",1.131774713
6,"TRAD",1,"Rep2",0.202471422
7,"TRAD",1,"Rep2",2.577898415
8,"TRAD",1,"Rep2",-5.24147892
9,"TRAD",1,"Rep2",-0.707775978
10,"TRAD",1,"Rep2",-0.340451194
11,"TRAD",1,"Rep2",2.842674857
12,"TRAD",1,"Rep2",-1.583556113
13,"TRAD",1,"Rep2",3.125593244
14,"TRAD",1,"Rep2",-9.854223068
15,"TRAD",1,"Rep2",5.63730672
16,"TRAD",1,"Rep2",-6.882875534
17,"TRAD",1,"Rep2",-5.434236792
18,"TRAD",1,"Rep2",-1.381627732
19,"TRAD",1,"Rep2",-0.253967673
20,"TRAD",1,"Rep2",-2.8938354
1,"TRAD",1,"Rep3",-6.642758368
2,"TRAD",1,"Rep3",0.560773898
3,"TRAD",1,"Rep3",-3.898824587
4,"TRAD",1,"Rep3",-1.093757744
5,"TRAD",1,"Rep3",-6.726723668
6,"TRAD",1,"Rep3",-0.50583456
7,"TRAD",1,"Rep3",2.287742413
8,"TRAD",1,"Rep3",-7.053737509
9,"TRAD",1,"Rep3",-0.200465287
10,"TRAD",1,"Rep3",-4.919116409
11,"TRAD",1,"Rep3",0.216666032
12,"TRAD",1,"Rep3",-4.375807009
13,"TRAD",1,"Rep3",-1.537688328
14,"TRAD",1,"Rep3",-6.692202422
15,"TRAD",1,"Rep3",-0.688017018
16,"TRAD",1,"Rep3",-3.98972382
17,"TRAD",1,"Rep3",-0.25749706
18,"TRAD",1,"Rep3",-3.182503415
19,"TRAD",1,"Rep3",-2.311188163
20,"TRAD",1,"Rep3",-3.1659702
1,"TRAD",1,"Rep4",-2.512452305
2,"TRAD",1,"Rep4",-4.342107272
3,"TRAD",1,"Rep4",-5.125322368
4,"TRAD",1,"Rep4",-7.091337244
5,"TRAD",1,"Rep4",-8.581946709
6,"TRAD",1,"Rep4",-1.092285365
7,"TRAD",1,"Rep4",-0.756057589
8,"TRAD",1,"Rep4",-9.735191992
9,"TRAD",1,"Rep4",-4.490057421
10,"TRAD",1,"Rep4",-2.080456754
11,"TRAD",1,"Rep4",-1.406447948
12,"TRAD",1,"Rep4",-5.729763399
13,"TRAD",1,"Rep4",-3.353651478
14,"TRAD",1,"Rep4",-4.677902399
15,"TRAD",1,"Rep4",-0.062124587
16,"TRAD",1,"Rep4",-9.610357757
17,"TRAD",1,"Rep4",-2.548471735
18,"TRAD",1,"Rep4",-3.772519843
19,"TRAD",1,"Rep4",-4.495483977
20,"TRAD",1,"Rep4",-3.3980001
1,"TRAD",1,"Rep5",-8.163566438
2,"TRAD",1,"Rep5",-4.837114794
3,"TRAD",1,"Rep5",-3.481363947
4,"TRAD",1,"Rep5",-3.845223536
5,"TRAD",1,"Rep5",5.847282931
6,"TRAD",1,"Rep5",-1.160760609
7,"TRAD",1,"Rep5",-1.572603174
8,"TRAD",1,"Rep5",-12.42998681
9,"TRAD",1,"Rep5",-2.957607403
10,"TRAD",1,"Rep5",-1.971515505
11,"TRAD",1,"Rep5",-1.780038552
12,"TRAD",1,"Rep5",-5.896393693
13,"TRAD",1,"Rep5",-5.359873621
14,"TRAD",1,"Rep5",-7.601374468
15,"TRAD",1,"Rep5",0.406202794
16,"TRAD",1,"Rep5",-8.650121579
17,"TRAD",1,"Rep5",-1.024551478
18,"TRAD",1,"Rep5",-4.3655166
19,"TRAD",1,"Rep5",-8.277918947
20,"TRAD",1,"Rep5",-4.4473122
1,"TRAD",1,"Rep6",-7.844148032
2,"TRAD",1,"Rep6",-3.757757549
3,"TRAD",1,"Rep6",-2.009966445
4,"TRAD",1,"Rep6",-5.939968712
5,"TRAD",1,"Rep6",-5.16739063
6,"TRAD",1,"Rep6",-2.130543277
7,"TRAD",1,"Rep6",-3.610853783
8,"TRAD",1,"Rep6",-8.713548595
9,"TRAD",1,"Rep6",-5.557748795
10,"TRAD",1,"Rep6",-3.302541049
11,"TRAD",1,"Rep6",-5.598536472
12,"TRAD",1,"Rep6",-4.881881172
13,"TRAD",1,"Rep6",-8.726363372
14,"TRAD",1,"Rep6",-6.95772469
15,"TRAD",1,"Rep6",-3.388368809
16,"TRAD",1,"Rep6",-9.115146135
17,"TRAD",1,"Rep6",-5.470367718
18,"TRAD",1,"Rep6",-5.060155965
19,"TRAD",1,"Rep6",-9.441906953
20,"TRAD",1,"Rep6",-3.8563556
1,"TRAD",1,"Rep7",-9.00902733
2,"TRAD",1,"Rep7",-2.47749696
3,"TRAD",1,"Rep7",-1.890068172
4,"TRAD",1,"Rep7",-6.856234398
5,"TRAD",1,"Rep7",-0.892080169
6,"TRAD",1,"Rep7",-1.988938739
7,"TRAD",1,"Rep7",-6.828239083
8,"TRAD",1,"Rep7",-9.465038423
9,"TRAD",1,"Rep7",-5.964010382
10,"TRAD",1,"Rep7",-3.864164125
11,"TRAD",1,"Rep7",-4.932432959
12,"TRAD",1,"Rep7",-4.809136705
13,"TRAD",1,"Rep7",-7.37009457
14,"TRAD",1,"Rep7",-5.548250181
15,"TRAD",1,"Rep7",-3.132668286
16,"TRAD",1,"Rep7",-12.81157926
17,"TRAD",1,"Rep7",-5.267751993
18,"TRAD",1,"Rep7",-5.29462344
19,"TRAD",1,"Rep7",-11.68987766
20,"TRAD",1,"Rep7",-6.6649788
1,"TRAD",1,"Rep8",-11.83361489
2,"TRAD",1,"Rep8",-6.882826453
3,"TRAD",1,"Rep8",-5.566773184
4,"TRAD",1,"Rep8",-5.254357981
5,"TRAD",1,"Rep8",-7.661859742
6,"TRAD",1,"Rep8",-2.249606025
7,"TRAD",1,"Rep8",-2.408040668
8,"TRAD",1,"Rep8",-10.74651195
9,"TRAD",1,"Rep8",-7.855991578
10,"TRAD",1,"Rep8",-4.283678001
11,"TRAD",1,"Rep8",-7.500260394
12,"TRAD",1,"Rep8",-5.833787986
13,"TRAD",1,"Rep8",-12.49757441
14,"TRAD",1,"Rep8",-8.938456351
15,"TRAD",1,"Rep8",-4.346072513
16,"TRAD",1,"Rep8",-12.31362744
17,"TRAD",1,"Rep8",-3.806589956
18,"TRAD",1,"Rep8",-5.753683266
19,"TRAD",1,"Rep8",-11.30910912
20,"TRAD",1,"Rep8",-6.8552801
1,"TRAD",1,"Rep9",-13.91929317
2,"TRAD",1,"Rep9",-4.42479227
3,"TRAD",1,"Rep9",-5.119745704
4,"TRAD",1,"Rep9",-9.764054173
5,"TRAD",1,"Rep9",-9.732589638
6,"TRAD",1,"Rep9",-4.205561711
7,"TRAD",1,"Rep9",-3.769613593
8,"TRAD",1,"Rep9",-10.643089
9,"TRAD",1,"Rep9",-8.232044093
10,"TRAD",1,"Rep9",-4.422811091
11,"TRAD",1,"Rep9",-6.069814916
12,"TRAD",1,"Rep9",-6.270345718
13,"TRAD",1,"Rep9",-10.00433976
14,"TRAD",1,"Rep9",-7.639504557
15,"TRAD",1,"Rep9",-4.890092453
16,"TRAD",1,"Rep9",-14.82126517
17,"TRAD",1,"Rep9",-5.708857514
18,"TRAD",1,"Rep9",-7.469419365
19,"TRAD",1,"Rep9",-12.34245382
20,"TRAD",1,"Rep9",-6.7859081
1,"TRAD",2,"Rep1",0
2,"TRAD",2,"Rep1",0
3,"TRAD",2,"Rep1",0
4,"TRAD",2,"Rep1",0
5,"TRAD",2,"Rep1",0
6,"TRAD",2,"Rep1",0
7,"TRAD",2,"Rep1",0
8,"TRAD",2,"Rep1",0
9,"TRAD",2,"Rep1",0
10,"TRAD",2,"Rep1",0
11,"TRAD",2,"Rep1",0
12,"TRAD",2,"Rep1",0
13,"TRAD",2,"Rep1",0
14,"TRAD",2,"Rep1",0
15,"TRAD",2,"Rep1",0
16,"TRAD",2,"Rep1",0
17,"TRAD",2,"Rep1",0
18,"TRAD",2,"Rep1",0
19,"TRAD",2,"Rep1",0
20,"TRAD",2,"Rep1",0
1,"TRAD",2,"Rep2",4.836736002
2,"TRAD",2,"Rep2",2.954387032
3,"TRAD",2,"Rep2",1.858132466
4,"TRAD",2,"Rep2",1.788246599
5,"TRAD",2,"Rep2",2.654786656
6,"TRAD",2,"Rep2",-3.740694839
7,"TRAD",2,"Rep2",1.066428018
8,"TRAD",2,"Rep2",-0.785340314
9,"TRAD",2,"Rep2",-2.84763916
10,"TRAD",2,"Rep2",-0.628420324
11,"TRAD",2,"Rep2",0.969943116
12,"TRAD",2,"Rep2",-1.988134161
13,"TRAD",2,"Rep2",0.82464877
14,"TRAD",2,"Rep2",0.149132497
15,"TRAD",2,"Rep2",0.226203615
16,"TRAD",2,"Rep2",-5.630603158
17,"TRAD",2,"Rep2",-1.16673713
18,"TRAD",2,"Rep2",1.989378439
19,"TRAD",2,"Rep2",-3.027661096
20,"TRAD",2,"Rep2",-1.2387379
1,"TRAD",2,"Rep3",4.607344792
2,"TRAD",2,"Rep3",0.480736474
3,"TRAD",2,"Rep3",-0.691088581
4,"TRAD",2,"Rep3",0.234215855
5,"TRAD",2,"Rep3",4.61320273
6,"TRAD",2,"Rep3",-3.070320862
7,"TRAD",2,"Rep3",-3.048944066
8,"TRAD",2,"Rep3",-3.391095525
9,"TRAD",2,"Rep3",-2.839209119
10,"TRAD",2,"Rep3",-2.147343657
11,"TRAD",2,"Rep3",-1.176737168
12,"TRAD",2,"Rep3",-2.351595195
13,"TRAD",2,"Rep3",0.444231911
14,"TRAD",2,"Rep3",2.130419647
15,"TRAD",2,"Rep3",0.003075754
16,"TRAD",2,"Rep3",-7.695793219
17,"TRAD",2,"Rep3",-0.844783112
18,"TRAD",2,"Rep3",2.042393156
19,"TRAD",2,"Rep3",-1.562232609
20,"TRAD",2,"Rep3",-7.3333405
1,"TRAD",2,"Rep4",-2.836992392
2,"TRAD",2,"Rep4",0.440030887
3,"TRAD",2,"Rep4",-1.284514154
4,"TRAD",2,"Rep4",-1.802800157
5,"TRAD",2,"Rep4",5.9676280330000004
6,"TRAD",2,"Rep4",-3.950579033
7,"TRAD",2,"Rep4",-1.68137062
8,"TRAD",2,"Rep4",-3.123003403
9,"TRAD",2,"Rep4",-4.109287619
10,"TRAD",2,"Rep4",-3.777189633
11,"TRAD",2,"Rep4",-7.174127948
12,"TRAD",2,"Rep4",-3.567864421
13,"TRAD",2,"Rep4",-3.19046402
14,"TRAD",2,"Rep4",-0.638886533
15,"TRAD",2,"Rep4",-0.715474661
16,"TRAD",2,"Rep4",-11.01152876
17,"TRAD",2,"Rep4",-2.359265201
18,"TRAD",2,"Rep4",1.536775178
19,"TRAD",2,"Rep4",-2.491931448
20,"TRAD",2,"Rep4",-6.3826372
1,"TRAD",2,"Rep5",-1.54538003
2,"TRAD",2,"Rep5",2.442073155
3,"TRAD",2,"Rep5",-5.328206334
4,"TRAD",2,"Rep5",-3.103458706
5,"TRAD",2,"Rep5",-3.907544815
6,"TRAD",2,"Rep5",-3.416855117
7,"TRAD",2,"Rep5",-0.92615865
8,"TRAD",2,"Rep5",-4.837270394
9,"TRAD",2,"Rep5",-4.951577275
10,"TRAD",2,"Rep5",-3.47421434
11,"TRAD",2,"Rep5",-4.072762081
12,"TRAD",2,"Rep5",-2.717130515
13,"TRAD",2,"Rep5",-7.10964811
14,"TRAD",2,"Rep5",1.055843512
15,"TRAD",2,"Rep5",-4.055969677
16,"TRAD",2,"Rep5",-9.837075488
17,"TRAD",2,"Rep5",-6.547696579
18,"TRAD",2,"Rep5",-0.103795277
19,"TRAD",2,"Rep5",-5.798950834
20,"TRAD",2,"Rep5",-10.997801
1,"TRAD",2,"Rep6",-9.170792536
2,"TRAD",2,"Rep6",-0.027122499
3,"TRAD",2,"Rep6",-2.804127305
4,"TRAD",2,"Rep6",-7.774581158
5,"TRAD",2,"Rep6",-2.474827736
6,"TRAD",2,"Rep6",-5.470871325
7,"TRAD",2,"Rep6",-5.520266068
8,"TRAD",2,"Rep6",-9.030233121
9,"TRAD",2,"Rep6",-6.915205221
10,"TRAD",2,"Rep6",-5.88676255
11,"TRAD",2,"Rep6",-5.852580453
12,"TRAD",2,"Rep6",-3.525364602
13,"TRAD",2,"Rep6",-9.795363103
14,"TRAD",2,"Rep6",-1.152264488
15,"TRAD",2,"Rep6",-4.0253026
16,"TRAD",2,"Rep6",-11.22487757
17,"TRAD",2,"Rep6",-6.157500425
18,"TRAD",2,"Rep6",-0.36095622
19,"TRAD",2,"Rep6",-8.266600311
20,"TRAD",2,"Rep6",-8.6234028
1,"TRAD",2,"Rep7",-8.209719117
2,"TRAD",2,"Rep7",-1.486234349
3,"TRAD",2,"Rep7",-6.00550906
4,"TRAD",2,"Rep7",-5.190798469
5,"TRAD",2,"Rep7",0.989302965
6,"TRAD",2,"Rep7",-5.911684466
7,"TRAD",2,"Rep7",-4.672218202
8,"TRAD",2,"Rep7",-8.086755073
9,"TRAD",2,"Rep7",-5.694040009
10,"TRAD",2,"Rep7",-5.789907581
11,"TRAD",2,"Rep7",-3.847895119
12,"TRAD",2,"Rep7",-5.340549391
13,"TRAD",2,"Rep7",-11.80232175
14,"TRAD",2,"Rep7",-1.884293788
15,"TRAD",2,"Rep7",-3.410016102
16,"TRAD",2,"Rep7",-13.96089442
17,"TRAD",2,"Rep7",-2.862015441
18,"TRAD",2,"Rep7",-0.90502034
19,"TRAD",2,"Rep7",-8.483056735
20,"TRAD",2,"Rep7",-9.154241452
1,"TRAD",2,"Rep8",-5.596727922
2,"TRAD",2,"Rep8",-2.530079332
3,"TRAD",2,"Rep8",-5.08201527
4,"TRAD",2,"Rep8",-6.920874669
5,"TRAD",2,"Rep8",-0.507483258
6,"TRAD",2,"Rep8",-5.613154782
7,"TRAD",2,"Rep8",-5.047496943
8,"TRAD",2,"Rep8",-7.147902627
9,"TRAD",2,"Rep8",-8.251533362
10,"TRAD",2,"Rep8",-7.320277761
11,"TRAD",2,"Rep8",-2.555636636
12,"TRAD",2,"Rep8",-4.695676865
13,"TRAD",2,"Rep8",-12.76399974
14,"TRAD",2,"Rep8",-3.554723457
15,"TRAD",2,"Rep8",-9.482052071
16,"TRAD",2,"Rep8",-13.70012008
17,"TRAD",2,"Rep8",-6.913270174
18,"TRAD",2,"Rep8",-0.816771083
19,"TRAD",2,"Rep8",-8.96106467
20,"TRAD",2,"Rep8",-11.088777
1,"TRAD",2,"Rep9",-8.477083216
2,"TRAD",2,"Rep9",-4.299462092
3,"TRAD",2,"Rep9",-8.593974895
4,"TRAD",2,"Rep9",-8.63056712
5,"TRAD",2,"Rep9",0.602196118
6,"TRAD",2,"Rep9",-8.489928295
7,"TRAD",2,"Rep9",-7.736437454
8,"TRAD",2,"Rep9",-8.038234447
9,"TRAD",2,"Rep9",-11.03849528
10,"TRAD",2,"Rep9",-7.463536783
11,"TRAD",2,"Rep9",-4.902662848
12,"TRAD",2,"Rep9",-6.824078867
13,"TRAD",2,"Rep9",-14.40690753
14,"TRAD",2,"Rep9",-3.262442495
15,"TRAD",2,"Rep9",-8.726773534
16,"TRAD",2,"Rep9",-17.38125675
17,"TRAD",2,"Rep9",-3.465030125
18,"TRAD",2,"Rep9",-4.68112043
19,"TRAD",2,"Rep9",-9.822172723
20,"TRAD",2,"Rep9",-11.7346236
1,"TRAD",3,"Rep1",0
2,"TRAD",3,"Rep1",0
3,"TRAD",3,"Rep1",0
4,"TRAD",3,"Rep1",0
5,"TRAD",3,"Rep1",0
6,"TRAD",3,"Rep1",0
7,"TRAD",3,"Rep1",0
8,"TRAD",3,"Rep1",0
9,"TRAD",3,"Rep1",0
10,"TRAD",3,"Rep1",0
11,"TRAD",3,"Rep1",0
12,"TRAD",3,"Rep1",0
13,"TRAD",3,"Rep1",0
14,"TRAD",3,"Rep1",0
15,"TRAD",3,"Rep1",0
16,"TRAD",3,"Rep1",0
17,"TRAD",3,"Rep1",0
18,"TRAD",3,"Rep1",0
19,"TRAD",3,"Rep1",0
20,"TRAD",3,"Rep1",0
1,"TRAD",3,"Rep2",0.118573248
2,"TRAD",3,"Rep2",3.072220311
3,"TRAD",3,"Rep2",-1.85695096
4,"TRAD",3,"Rep2",1.815780566
5,"TRAD",3,"Rep2",-2.590853292
6,"TRAD",3,"Rep2",1.03087642
7,"TRAD",3,"Rep2",2.584423917
8,"TRAD",3,"Rep2",-1.614538825
9,"TRAD",3,"Rep2",6.934043812
10,"TRAD",3,"Rep2",-0.211878166
11,"TRAD",3,"Rep2",2.748163535
12,"TRAD",3,"Rep2",-4.982994625
13,"TRAD",3,"Rep2",-1.771287363
14,"TRAD",3,"Rep2",-2.841175731
15,"TRAD",3,"Rep2",1.175915084
16,"TRAD",3,"Rep2",-8.677987874
17,"TRAD",3,"Rep2",2.342996461
18,"TRAD",3,"Rep2",3.153577348
19,"TRAD",3,"Rep2",2.529606058
20,"TRAD",3,"Rep2",-4.526566506
1,"TRAD",3,"Rep3",-3.496472997
2,"TRAD",3,"Rep3",5.757995011
3,"TRAD",3,"Rep3",-1.565801973
4,"TRAD",3,"Rep3",-0.899993656
5,"TRAD",3,"Rep3",-12.20182909
6,"TRAD",3,"Rep3",-1.001375713
7,"TRAD",3,"Rep3",-6.062187807
8,"TRAD",3,"Rep3",0.182900186
9,"TRAD",3,"Rep3",3.558445724
10,"TRAD",3,"Rep3",-0.274894504
11,"TRAD",3,"Rep3",1.092664586
12,"TRAD",3,"Rep3",-5.861823767
13,"TRAD",3,"Rep3",-3.25406248
14,"TRAD",3,"Rep3",1.413226512
15,"TRAD",3,"Rep3",-3.185493686
16,"TRAD",3,"Rep3",-12.50749249
17,"TRAD",3,"Rep3",1.991281791
18,"TRAD",3,"Rep3",1.40420322
19,"TRAD",3,"Rep3",-2.205858801
20,"TRAD",3,"Rep3",-1.517280221
1,"TRAD",3,"Rep4",-6.286443061
2,"TRAD",3,"Rep4",0.670507648
3,"TRAD",3,"Rep4",-6.582028062
4,"TRAD",3,"Rep4",-2.568178279
5,"TRAD",3,"Rep4",3.2065415
6,"TRAD",3,"Rep4",0.894361688
7,"TRAD",3,"Rep4",-4.778903269
8,"TRAD",3,"Rep4",-1.942009427
9,"TRAD",3,"Rep4",1.287623785
10,"TRAD",3,"Rep4",-1.065137481
11,"TRAD",3,"Rep4",0.439358949
12,"TRAD",3,"Rep4",-5.431658604
13,"TRAD",3,"Rep4",-9.384233952
14,"TRAD",3,"Rep4",-3.419655427
15,"TRAD",3,"Rep4",-1.806448633
16,"TRAD",3,"Rep4",-13.30959362
17,"TRAD",3,"Rep4",1.318473155
18,"TRAD",3,"Rep4",1.86264931
19,"TRAD",3,"Rep4",-0.518548859
20,"TRAD",3,"Rep4",-4.494033681
1,"TRAD",3,"Rep5",-6.920910589
2,"TRAD",3,"Rep5",1.515606697
3,"TRAD",3,"Rep5",-7.17280001
4,"TRAD",3,"Rep5",-3.798277559
5,"TRAD",3,"Rep5",1.502203156
6,"TRAD",3,"Rep5",1.166588125
7,"TRAD",3,"Rep5",-0.447310711
8,"TRAD",3,"Rep5",-7.05659272
9,"TRAD",3,"Rep5",2.08509043
10,"TRAD",3,"Rep5",-2.333572515
11,"TRAD",3,"Rep5",-2.22831347
12,"TRAD",3,"Rep5",-5.496720295
13,"TRAD",3,"Rep5",-8.39295743
14,"TRAD",3,"Rep5",-2.937537893
15,"TRAD",3,"Rep5",-2.942652763
16,"TRAD",3,"Rep5",-17.92015478
17,"TRAD",3,"Rep5",0.159655551
18,"TRAD",3,"Rep5",-1.035047908
19,"TRAD",3,"Rep5",-2.439776022
20,"TRAD",3,"Rep5",-5.177135546
1,"TRAD",3,"Rep6",-12.90114327
2,"TRAD",3,"Rep6",4.200891098
3,"TRAD",3,"Rep6",-5.068534568
4,"TRAD",3,"Rep6",-3.877332555
5,"TRAD",3,"Rep6",2.261296862
6,"TRAD",3,"Rep6",-0.953194043
7,"TRAD",3,"Rep6",-2.106273029
8,"TRAD",3,"Rep6",-5.56414847
9,"TRAD",3,"Rep6",-2.791993358
10,"TRAD",3,"Rep6",-2.313774128
11,"TRAD",3,"Rep6",-3.017163547
12,"TRAD",3,"Rep6",-7.33008837
13,"TRAD",3,"Rep6",-8.824257542
14,"TRAD",3,"Rep6",-2.544932373
15,"TRAD",3,"Rep6",-5.278891718
16,"TRAD",3,"Rep6",-16.81822279
17,"TRAD",3,"Rep6",-2.086353061
18,"TRAD",3,"Rep6",-0.7706152
19,"TRAD",3,"Rep6",-3.382433302
20,"TRAD",3,"Rep6",-7.259017692
1,"TRAD",3,"Rep7",-12.45599035
2,"TRAD",3,"Rep7",4.432401882
3,"TRAD",3,"Rep7",-6.012231814
4,"TRAD",3,"Rep7",-1.683622972
5,"TRAD",3,"Rep7",0.410473899
6,"TRAD",3,"Rep7",-3.248205338
7,"TRAD",3,"Rep7",-3.016229109
8,"TRAD",3,"Rep7",-5.376076424
9,"TRAD",3,"Rep7",-2.037228265
10,"TRAD",3,"Rep7",-4.773654841
11,"TRAD",3,"Rep7",-3.89620638
12,"TRAD",3,"Rep7",-6.671214668
13,"TRAD",3,"Rep7",-9.917006847
14,"TRAD",3,"Rep7",-3.193191566
15,"TRAD",3,"Rep7",-6.384357615
16,"TRAD",3,"Rep7",-19.46437337
17,"TRAD",3,"Rep7",-0.643257651
18,"TRAD",3,"Rep7",-1.155202338
19,"TRAD",3,"Rep7",-5.856520418
20,"TRAD",3,"Rep7",-9.975552282
1,"TRAD",3,"Rep8",-9.760150378
2,"TRAD",3,"Rep8",3.460849984
3,"TRAD",3,"Rep8",-7.262979826
4,"TRAD",3,"Rep8",-6.857288875
5,"TRAD",3,"Rep8",-4.61836342
6,"TRAD",3,"Rep8",-3.383959308
7,"TRAD",3,"Rep8",-2.16393818
8,"TRAD",3,"Rep8",-6.101006918
9,"TRAD",3,"Rep8",-3.512354358
10,"TRAD",3,"Rep8",-6.85665771
11,"TRAD",3,"Rep8",-2.112172309
12,"TRAD",3,"Rep8",-7.128270794
13,"TRAD",3,"Rep8",-11.51512161
14,"TRAD",3,"Rep8",-2.140978099
15,"TRAD",3,"Rep8",-11.66786895
16,"TRAD",3,"Rep8",-17.77236131
17,"TRAD",3,"Rep8",-4.230738373
18,"TRAD",3,"Rep8",-2.907086462
19,"TRAD",3,"Rep8",-6.9739847170000004
20,"TRAD",3,"Rep8",-10.73403935
1,"TRAD",3,"Rep9",-13.07138263
2,"TRAD",3,"Rep9",1.121182568
3,"TRAD",3,"Rep9",-8.602495324
4,"TRAD",3,"Rep9",-2.901211866
5,"TRAD",3,"Rep9",-0.415635954
6,"TRAD",3,"Rep9",-3.28670841
7,"TRAD",3,"Rep9",-2.628249431
8,"TRAD",3,"Rep9",-6.274916767
9,"TRAD",3,"Rep9",-1.714082759
10,"TRAD",3,"Rep9",-7.146155
11,"TRAD",3,"Rep9",-3.076812385
12,"TRAD",3,"Rep9",-8.482023211
13,"TRAD",3,"Rep9",-17.27835151
14,"TRAD",3,"Rep9",-3.368943881
15,"TRAD",3,"Rep9",-10.01688826
16,"TRAD",3,"Rep9",-18.71341805
17,"TRAD",3,"Rep9",-2.09678282
18,"TRAD",3,"Rep9",-3.780472047
19,"TRAD",3,"Rep9",-11.21754399
20,"TRAD",3,"Rep9",-11.28408021
